Fickett Score,GC content,CpG Islands,Transcript Length,ORF Length,ORF Ratio,Relative Codon Bias,Isoelectric Potential,Aromaticity,coding/noncoding
0.6341,0.4945515507124895,41,1193,114,114,0.3572934387382074,5.835170555114746,0.09068010075566751,0
0.7887000000000001,0.4765625,8,256,111,111,0.5411726171764195,7.140023231506347,0.08235294117647059,0
0.4336,0.4247226624405705,15,631,102,102,0.499062863896927,9.902746772766111,0.05714285714285715,0
0.37970000000000004,0.3806881243063263,16,2703,180,180,0.335526800326168,9.28810520172119,0.14206437291897892,0
0.3482,0.3913713405238829,26,2596,156,156,0.34140979550778927,9.406082344055175,0.12369942196531793,0
0.3614,0.36255924170616116,15,2532,384,384,0.33125428352924335,9.084965324401857,0.1255924170616114,0
0.36110000000000003,0.3548387096774194,6,3534,189,189,0.2412818058119406,8.003443717956543,0.1307300509337861,0
0.39220000000000005,0.3445017182130584,3,1164,246,246,0.47135069116351347,9.396927833557129,0.1365979381443299,0
0.3492,0.35714285714285715,3,1050,147,147,0.3888631636511213,9.368432807922364,0.12,0
0.31980000000000003,0.3510279226756674,21,3259,174,174,0.2480777383297641,9.605740928649901,0.10313075506445672,0
0.43810000000000004,0.40990453460620524,13,1676,246,246,0.37498343426931613,8.613443565368652,0.0896057347670251,0
0.5646,0.48489425981873113,6,662,366,366,0.5794461134865512,9.83466815948486,0.07272727272727272,0
0.4456,0.4353956834532374,45,3475,234,234,0.28453672725262114,9.712887382507322,0.11312607944732296,0
0.4819,0.472636815920398,13,603,141,141,0.5426201186785371,5.878368186950683,0.0945273631840796,0
0.5579999999999999,0.4635879218472469,6,563,258,258,0.6058037657957884,9.978754997253418,0.08556149732620322,0
0.4067,0.46860356138706655,8,1067,165,165,0.4890587841786016,9.179218101501466,0.1016949152542373,0
0.5264,0.530060120240481,94,1996,276,276,0.3745227734953449,9.817132759094235,0.07067669172932331,0
0.5201,0.5480268056589724,67,1343,258,258,0.4538379598135849,11.231633567810057,0.04697986577181208,0
0.5961000000000001,0.4599092284417549,14,661,249,249,0.5292023245079975,8.617376136779786,0.07272727272727272,0
0.6599,0.4594594594594595,7,555,273,273,0.5600520614959801,10.439961814880366,0.043243243243243246,0
0.4562,0.45287958115183247,13,1146,291,291,0.41309674884427383,9.6658899307251,0.08638743455497382,0
0.689,0.5075757575757576,5,264,264,264,0.8188805201006779,8.990712547302245,0.05747126436781609,0
0.4199,0.4411290322580645,12,1240,108,108,0.46651460144231893,9.345739936828615,0.12832929782082325,0
0.4622,0.45124282982791586,12,1046,108,108,0.4841944912342999,9.703732872009276,0.09770114942528735,0
0.4553,0.45139813581890814,39,2253,345,345,0.32039571241716724,9.47190456390381,0.07989347536617844,0
0.44680000000000003,0.4552238805970149,24,536,162,162,0.5584119012022031,9.923827934265137,0.08426966292134831,0
0.45060000000000006,0.43131462333825704,22,677,162,162,0.5190113159199423,10.499595069885252,0.10666666666666666,0
0.4258,0.4081041968162084,19,691,162,162,0.4628789093811678,9.771811485290524,0.09130434782608696,0
0.4508,0.4471395881006865,64,2185,186,186,0.29878775712364236,9.390158653259277,0.1098901098901099,0
0.4375,0.4620879120879121,62,1820,186,186,0.345068016491626,10.334233665466307,0.10561056105610561,0
0.4356,0.44660194174757284,22,515,162,162,0.47110863212210297,11.587627983093263,0.10526315789473684,0
0.49139999999999995,0.5191256830601093,40,732,186,186,0.4434495584235425,9.804883766174317,0.0901639344262295,0
0.5504,0.4325,15,400,162,162,0.5596595814787528,10.34229221343994,0.08270676691729323,0
0.44930000000000003,0.41375,18,800,162,162,0.43886716670199477,9.610060310363771,0.12781954887218044,0
0.4261,0.45546129374337224,57,1886,186,186,0.33507062134484844,9.643906211853025,0.11464968152866242,0
0.5133,0.4727694090382387,36,863,186,186,0.448943221539742,10.012020683288572,0.11498257839721254,0
0.4396,0.4512767066180302,58,1919,186,186,0.32524364142438666,9.744347953796385,0.11737089201877934,0
0.4989,0.47715736040609136,44,985,186,186,0.47854730196209516,10.759209251403806,0.10975609756097561,0
0.49190000000000006,0.44745762711864406,15,295,75,75,0.5758949537556648,11.875737190246582,0.09183673469387754,0
0.549,0.4216101694915254,15,472,117,117,0.48249900632078013,11.378234672546387,0.089171974522293,0
0.508,0.46555323590814196,23,479,168,168,0.5148159636065843,10.29278049468994,0.08805031446540881,0
0.4954,0.4691358024691358,23,486,168,168,0.5291886155109644,9.058662223815915,0.07453416149068323,0
0.45099999999999996,0.45987111892208554,56,1707,186,186,0.3304861757679194,9.722944450378417,0.10915492957746478,0
0.4671,0.4506578947368421,15,304,75,75,0.5994430627833631,11.875737190246582,0.09900990099009901,0
0.4396,0.45162959130884633,58,1933,186,186,0.3301426725432979,9.59200916290283,0.10714285714285714,0
0.47919999999999996,0.4893162393162393,46,936,186,186,0.42343113417457223,9.355797004699706,0.09967845659163987,0
0.4833,0.4394736842105263,15,380,66,66,0.5353045849181381,9.970503044128417,0.10317460317460317,0
0.4759,0.6353711790393013,136,1374,117,117,0.2331884000628912,11.855107307434082,0.05240174672489083,0
0.4381,0.47865853658536583,3,656,165,165,0.5947746917580505,9.069170570373537,0.04128440366972477,0
0.44680000000000003,0.4597590361445783,16,2075,354,354,0.4127598951331577,9.039772987365723,0.08683068017366136,0
0.39180000000000004,0.38804347826086955,2,920,66,66,0.36398198256166636,9.679944038391113,0.12091503267973855,0
0.39440000000000003,0.34494773519163763,7,1722,162,162,0.2811893511589425,9.904551887512206,0.12195121951219512,0
0.402,0.419672131147541,9,2745,249,249,0.2837247561808103,9.753051185607909,0.09289617486338798,0
0.3563,0.3975026014568158,8,1922,249,249,0.3274590496048897,8.715110206604006,0.0984375,0
0.392,0.38565317538664035,16,3039,180,180,0.3131525927060159,9.701734352111817,0.09180651530108588,0
0.3568,0.3832456495346014,21,2471,159,159,0.2502974371808042,9.581436347961425,0.10571081409477522,0
0.4128,0.37779850746268656,8,2144,387,387,0.3045474865689215,9.963153648376462,0.07983193277310924,0
0.4456,0.42625,31,3200,390,390,0.35001407140566076,9.189984321594238,0.10506566604127579,0
0.4628,0.406799531066823,11,853,207,207,0.4399498268706641,9.494468498229981,0.13380281690140844,0
0.4701,0.4301270417422868,6,551,156,156,0.4899577790286229,8.31308536529541,0.08743169398907104,0
0.8052999999999999,0.5034722222222222,8,288,117,117,0.6669861999230735,7.940522575378418,0.03125,0
0.378,0.41899689303151355,30,2253,240,240,0.3147594176696593,9.480607795715333,0.09587217043941412,0
0.4854,0.470479704797048,22,1626,198,198,0.3765313233926708,7.541420173645021,0.07933579335793359,0
0.478,0.5064748201438849,8,695,216,216,0.5824083048554753,6.298124122619629,0.06060606060606061,0
0.3964,0.4428418803418803,16,1872,237,237,0.3723839279738075,8.907548332214354,0.07852564102564102,0
0.36050000000000004,0.4263248599741491,45,4642,210,210,0.3113310753494176,9.177735328674316,0.12540400775694893,0
0.3876,0.4208185053380783,23,2248,159,159,0.2784590457081537,9.354507637023925,0.11214953271028037,0
0.6405,0.40822320117474303,6,681,159,159,0.41194512567878694,8.740252876281737,0.14601769911504425,0
0.6617999999999999,0.48226950354609927,0,423,87,87,0.6810344726006146,6.436242866516112,0.09929078014184398,0
0.4458,0.46445497630331756,16,1266,231,231,0.42585961120723836,9.521093940734861,0.11848341232227488,0
0.3955,0.4415295686971988,25,2249,228,228,0.3544173234726413,9.283141136169434,0.08411214953271029,0
0.4057,0.4097087378640777,32,3605,186,186,0.2939311410272276,9.407436180114747,0.09159034138218151,0
0.3905,0.33940774487471526,2,439,78,78,0.5124934853895209,9.101598167419432,0.11643835616438356,0
0.6391,0.4264919941775837,9,687,78,78,0.4183898406940194,8.629044914245608,0.07423580786026202,0
0.48319999999999996,0.5150684931506849,89,2920,258,258,0.35304227884636386,9.969664955139159,0.08427543679342239,0
0.37590000000000007,0.3957417264522101,15,4321,216,216,0.29640524620744424,9.459397697448733,0.1,0
0.33740000000000003,0.3770384866275277,6,1533,180,180,0.30627951568116396,8.950419807434084,0.11741682974559686,0
0.38760000000000006,0.3839157491622786,17,2089,174,174,0.26287887092266526,9.106110954284667,0.14798850574712644,0
0.3704,0.4114862732723257,32,3169,120,120,0.3304065663159812,9.938010978698731,0.09659090909090909,0
0.36050000000000004,0.3705299439896596,19,2321,150,150,0.30733456787643654,9.023913764953612,0.17335058214747734,0
0.4087,0.4844884488448845,12,1515,294,294,0.40707531159207466,8.85242786407471,0.11089108910891089,0
0.502,0.5012048192771085,9,415,153,153,0.5927008263733791,9.797276496887207,0.07971014492753623,0
0.6008,0.4809590973201692,7,709,294,294,0.4828923231257747,9.3499303817749,0.07627118644067797,0
0.7645000000000001,0.5043478260869565,5,230,189,189,0.8838835182187894,10.074297142028808,0.039473684210526314,0
0.5005,0.5026845637583892,146,2980,693,693,0.2967228740358847,10.185891914367676,0.08358509566968782,0
0.3563,0.40423242467718795,21,2788,318,318,0.34123812184793945,9.425422859191894,0.13240043057050593,0
0.4863,0.4431818181818182,4,176,0,0,0.0,0.0,0.0,0
0.4833,0.33615477629987905,4,827,105,105,0.3043214655729656,9.195335197448731,0.10181818181818182,0
0.8815999999999999,0.46518105849582175,7,359,93,93,0.5693555486273087,9.115200996398926,0.08403361344537814,0
0.4723,0.41543026706231456,10,1011,150,150,0.444942782246452,6.283857536315918,0.09792284866468844,0
0.43019999999999997,0.38051209103840683,18,4218,231,231,0.28776676956124025,9.530957603454592,0.10668563300142248,0
0.4473000000000001,0.40904311251314407,12,1902,168,168,0.31225035584013416,7.888561058044433,0.083596214511041,0
0.3773,0.40076775431861805,34,5210,252,252,0.24474241016870546,9.307832527160645,0.09619815668202765,0
0.3816,0.38443616029822925,8,2146,207,207,0.30489053776558106,9.83350772857666,0.11048951048951047,0
0.5646,0.47217806041335453,4,629,360,360,0.5011630820566157,6.398444938659668,0.08173076923076923,0
0.42630000000000007,0.426487747957993,10,1714,177,177,0.40330816503154376,8.865837287902831,0.09457092819614711,0
0.4588,0.5002031694433158,89,2461,216,216,0.3069016779631155,9.387773323059083,0.07317073170731707,0
0.48619999999999997,0.6456456456456456,66,666,216,216,0.3780405537513267,11.392159843444826,0.05405405405405405,0
0.7132999999999999,0.4411764705882353,10,918,195,195,0.432338566336411,9.12461338043213,0.1111111111111111,0
0.6431,0.44554455445544555,0,202,63,63,0.8487852095463442,5.090522956848144,0.07462686567164178,0
0.36750000000000005,0.3677470988395358,13,2499,183,183,0.24580171700506792,9.389642906188964,0.12605042016806722,0
0.3476,0.37597010635240014,11,3479,462,462,0.29421728629350885,9.402536582946777,0.1087144089732528,0
0.49089999999999995,0.4416243654822335,4,788,243,243,0.43609018256496523,7.999253273010254,0.06130268199233716,0
0.8304999999999999,0.5028790786948176,5,521,276,276,0.6368897489701739,11.04648036956787,0.06358381502890173,0
0.3718,0.40674753601213043,32,5276,267,267,0.2668348809080072,9.472742652893068,0.12286689419795221,0
0.4966,0.45138055222088835,5,833,333,333,0.4789253084321743,8.146692466735843,0.08664259927797834,0
0.4432,0.48125,22,1120,129,129,0.43752750714959165,9.273277473449706,0.06970509383378017,0
0.47329999999999994,0.4139194139194139,9,546,96,96,0.5034428125884403,5.089215660095214,0.10439560439560439,0
0.38870000000000005,0.39285714285714285,21,2100,201,201,0.32174571269511043,9.4189115524292,0.1,0
0.6355999999999999,0.4265402843601896,10,633,96,96,0.6100470423553741,7.792180824279785,0.05714285714285715,0
0.8119999999999999,0.4146341463414634,9,902,393,393,0.35767896824180134,9.935367774963382,0.09,0
0.6167999999999999,0.41735537190082644,9,968,366,366,0.38860615614563465,9.923441123962402,0.09345794392523363,0
0.8566999999999999,0.42581211589113255,11,1139,627,627,0.41383319726009904,9.644615364074706,0.09234828496042216,0
0.4111000000000001,0.41767068273092367,11,1245,366,366,0.4685356223749122,8.235981178283694,0.10843373493975904,0
0.49670000000000003,0.41555851063829785,12,1504,366,366,0.3565395197501424,9.51587200164795,0.094,0
0.5789,0.43671497584541064,10,1035,366,366,0.44937694081079593,9.364951515197756,0.08405797101449275,0
0.6182,0.43213296398891965,10,1083,318,318,0.46650642406276543,9.112944602966309,0.09141274238227147,0
0.846,0.4318766066838046,11,1167,627,627,0.46183404585054566,9.43251438140869,0.07969151670951156,0
0.4057,0.41804979253112035,7,964,234,234,0.507804915906104,8.486118507385257,0.08722741433021806,0
0.5864999999999999,0.4324817518248175,10,1096,363,363,0.4544518937782036,7.913059043884277,0.0821917808219178,0
0.47430000000000005,0.4290657439446367,10,1156,366,366,0.46417500289066504,7.5327238082885755,0.08311688311688312,0
0.6829999999999999,0.4226878612716763,12,1384,405,405,0.43933235732086784,6.662177848815919,0.08676789587852494,0
0.6478,0.4126258005489479,9,1093,366,366,0.3807585237655424,8.877699470520021,0.09340659340659341,0
0.49920000000000003,0.4125230202578269,9,1086,318,318,0.4106566129749196,9.78522090911865,0.09392265193370165,0
0.541,0.418975650713686,10,1191,363,363,0.3562308729227337,9.879022407531735,0.0982367758186398,0
0.6532,0.4174553101997897,9,951,363,363,0.39426899795141135,9.893076515197755,0.0946372239747634,0
0.4798,0.4184514003294893,11,1214,366,366,0.4330972848389696,8.987295722961427,0.06699751861042184,0
0.6179,0.4200426439232409,8,938,318,318,0.45598320360808553,8.691192436218262,0.06109324758842444,0
0.5813999999999999,0.4107485604606526,12,1563,507,507,0.4065583496001668,9.99925594329834,0.08445297504798463,0
0.8854000000000001,0.4264049955396967,11,1121,627,627,0.46996147540034783,9.404599571228026,0.053763440860215055,0
0.5149,0.4173669467787115,12,1428,363,363,0.3708150859504591,10.239336204528808,0.0819327731092437,0
0.8738,0.4191674733785092,10,1033,522,522,0.4500318992952823,5.2281301498413075,0.09883720930232558,0
0.40740000000000004,0.4101184068891281,7,929,234,234,0.4239251584376402,8.026781272888183,0.07142857142857142,0
0.5005999999999999,0.41840161182001345,12,1489,366,366,0.38967548002804864,9.569703102111816,0.08467741935483872,0
0.541,0.4192468619246862,10,1195,366,366,0.40451584972697274,8.80974979400635,0.0879396984924623,0
0.4179,0.40619136960600377,8,1066,234,234,0.44612597979273505,8.491598320007324,0.09859154929577466,0
0.6167999999999999,0.42151481888035125,9,911,366,366,0.4146298914202813,8.484055519104007,0.059800664451827246,0
0.5921,0.41427247451343835,9,1079,318,318,0.44878742226776347,8.4493070602417,0.08403361344537816,0
0.781,0.41834451901565994,12,1341,627,627,0.4031205889418008,9.453015327453613,0.09865470852017938,0
0.5648,0.414760147601476,12,1355,318,318,0.43610559866317766,8.610542488098147,0.0712694877505568,0
0.6167999999999999,0.41653786707882534,11,1294,366,366,0.40295402676807224,8.820258140563965,0.08816705336426914,0
0.6607,0.4175824175824176,12,1365,627,627,0.36174946569132227,9.681233406066895,0.08571428571428572,0
0.7756,0.419629057187017,12,1294,627,627,0.44439740774520886,6.161483192443847,0.10208816705336426,0
0.5449999999999999,0.4147250698974837,9,1073,318,318,0.4206743780199158,8.43499507904053,0.08426966292134831,0
0.7722999999999999,0.42110453648915186,9,1014,507,507,0.4267984582659876,9.76736316680908,0.09171597633136094,0
0.4668,0.4202172096908939,11,1197,363,363,0.36212521227131034,9.927889442443849,0.09022556390977443,0
0.6875999999999999,0.4209284028324154,12,1271,627,627,0.43359205356854114,9.351348686218262,0.061611374407582936,0
0.4883,0.41994970662196146,11,1193,366,366,0.3990797696980317,7.898811531066895,0.08585858585858586,0
0.4111000000000001,0.41885245901639345,11,1220,363,363,0.40706926701545343,8.649739265441895,0.07160493827160494,0
0.4111000000000001,0.41798107255520506,11,1268,363,363,0.3753505043602059,8.308637046813967,0.07600950118764846,0
0.4722,0.42547169811320756,10,1060,363,363,0.42090343335142233,8.110203361511232,0.0963172804532578,0
0.6532,0.41943521594684385,10,1204,366,366,0.3991433114808305,8.424357795715334,0.09226932668329177,0
0.3826,0.40571870170015456,9,1294,234,234,0.43703981309834283,8.14198627471924,0.09976798143851508,0
0.6179,0.4194915254237288,8,944,318,318,0.4618355893900401,8.801046562194827,0.06070287539936102,0
0.5063,0.4254510921177588,10,1053,366,366,0.3989398294732318,10.061467933654786,0.08547008547008547,0
0.5203,0.4168421052631579,12,1425,366,366,0.39447631768033853,10.198076438903808,0.0863157894736842,0
0.44870000000000004,0.414780292942743,12,1502,366,366,0.40547933580492046,9.083224678039553,0.07615230460921843,0
0.47850000000000004,0.4166089965397924,12,1445,366,366,0.40829044583020524,8.953965568542483,0.06875,0
0.4111000000000001,0.4169914263445051,11,1283,366,366,0.37387661385086846,8.442473411560062,0.07746478873239436,0
0.5843999999999999,0.4280155642023346,10,1028,366,366,0.4112656182606662,8.590041542053225,0.06744868035190615,0
0.4403,0.42027800490596895,11,1223,366,366,0.3968484280659734,7.9131879806518555,0.09113300492610837,0
0.5801,0.4157372986369269,13,1614,627,627,0.37105678565554756,9.622825050354006,0.07992565055762083,0
0.4668,0.4221422142214221,10,1111,366,366,0.4201672779154504,7.478442573547364,0.0945945945945946,0
0.47850000000000004,0.42403486924034867,12,1606,366,366,0.44234216789167213,7.867093086242677,0.08785046728971962,0
0.4817,0.4235294117647059,12,1530,366,366,0.37008805355243934,10.170419502258298,0.07647058823529412,0
0.6605,0.4101599247412982,8,1063,495,495,0.44101223095049735,5.711261558532715,0.11016949152542373,0
0.6661,0.4209284028324154,11,1271,627,627,0.3692514529820021,9.560097312927244,0.08983451536643025,0
0.41090000000000004,0.4266187050359712,11,1390,366,366,0.4487726070932665,8.691514778137208,0.09503239740820735,0
0.4078,0.3958477508650519,9,1445,177,177,0.37963639658084114,9.69464282989502,0.11226611226611227,0
0.5938,0.45320197044334976,5,609,228,228,0.6991075858608389,4.785752296447753,0.08866995073891626,0
0.4019,0.43403523850451226,14,2327,168,168,0.30779305113056243,9.381713294982909,0.09419354838709677,0
0.3977,0.3937460114869177,6,1567,195,195,0.3662351240676547,9.336714363098146,0.12260536398467432,0
0.361,0.3816169393647738,16,2078,252,252,0.3368317774135541,9.748602867126461,0.11271676300578035,0
0.8210999999999999,0.6154910096818811,61,723,219,219,0.3931730320117015,11.999967765808105,0.03319502074688797,0
0.5643,0.7476190476190476,54,420,219,219,0.457524483741677,11.568416404724122,0.02158273381294964,0
0.7302000000000001,0.44360902255639095,6,399,60,60,0.6874533141714958,9.943426322937015,0.09774436090225563,0
0.5459999999999999,0.2564841498559078,1,347,150,150,0.5415699203072064,9.865419578552245,0.11304347826086956,0
0.4799,0.4241645244215938,11,778,231,231,0.5215855841892938,10.492568016052243,0.12741312741312744,0
0.7401,0.5974358974358974,27,390,222,222,0.46773603181839674,9.852848243713382,0.038461538461538464,0
0.7401,0.595360824742268,26,388,222,222,0.592217314618974,11.597556114196777,0.046511627906976744,0
0.389,0.43964285714285717,40,2800,246,246,0.29969842741502695,8.920699882507325,0.09539121114683816,0
0.447,0.4414976599063963,5,641,120,120,0.4738256588904779,9.559259223937985,0.08920187793427231,0
0.6847,0.47192513368983957,8,748,438,438,0.5734396051812773,9.494984245300294,0.10441767068273092,0
0.7204,0.47098214285714285,3,448,99,99,0.6763247932876459,5.74826374053955,0.0738255033557047,0
0.3654,0.3655705996131528,10,1551,375,375,0.34750038874254896,9.625274848937988,0.10251450676982593,0
0.5575,0.34626576139670223,8,1031,147,147,0.45119043326633324,9.725974464416506,0.08746355685131195,0
0.35500000000000004,0.36503703703703705,19,3375,180,180,0.2205620621545834,8.80156230926514,0.10755555555555557,0
0.37420000000000003,0.3815904456743373,13,3433,216,216,0.295193074513727,9.35083293914795,0.11461067366579178,0
0.38870000000000005,0.3880773786024477,15,2533,189,189,0.26560889254935627,9.465651130676271,0.0924170616113744,0
0.3442,0.3780998389694042,21,3105,153,153,0.27206434066881435,9.005991554260255,0.11594202898550726,0
0.3736,0.4055879643844028,41,3257,294,294,0.32019784076005786,9.273084068298338,0.12995391705069123,0
0.4302,0.355366269165247,16,2935,183,183,0.23696933281757349,7.282575416564941,0.1359918200408998,0
0.3568,0.33231396534148827,14,2943,267,267,0.25515174989523537,9.377393913269042,0.12538226299694188,0
0.35490000000000005,0.34668335419274093,17,3995,150,150,0.21401625379426958,9.447342109680175,0.12096168294515403,0
0.34940000000000004,0.38198529411764703,22,5440,312,312,0.25434637729184884,8.9768518447876,0.12251655629139073,0
0.343,0.3491426486683692,9,2741,168,168,0.29492725578664714,9.024429512023925,0.13691128148959475,0
0.38760000000000006,0.40351857023177884,16,3581,312,312,0.25368161459442984,8.309475135803225,0.12489522212908634,0
0.3748,0.38065564887564346,19,3691,312,312,0.26213146238111773,8.633944511413574,0.13983739837398373,0
0.3746,0.3723076923076923,22,4550,258,258,0.22324617257910018,9.50130214691162,0.12730870712401055,0
0.36760000000000004,0.36524137931034484,17,3625,249,249,0.24435432523111,9.310991477966308,0.1291390728476821,0
0.3425,0.3108761329305136,20,3310,147,147,0.2234928819421056,9.55687389373779,0.14246823956442833,0
0.4273,0.3785644051130777,3,1017,183,183,0.43455593138290016,9.710244178771973,0.10914454277286136,0
0.5939,0.43333333333333335,1,330,84,84,0.6408153269756718,9.468939018249515,0.09090909090909091,0
0.42460000000000003,0.427986906710311,21,1222,204,204,0.39615858391540826,9.208744621276853,0.1375921375921376,0
0.4007,0.38261217948717946,15,2496,399,399,0.3213778762383246,9.295519065856933,0.0985576923076923,0
0.4036,0.3428005284015852,5,1514,177,177,0.33281567031424997,8.961637306213383,0.125,0
0.4272,0.46511627906976744,12,1161,312,312,0.43561032010235334,9.380423927307131,0.103359173126615,0
0.36050000000000004,0.40603328710124825,34,2884,309,309,0.28547546282982217,9.01108455657959,0.14568158168574402,0
0.3748,0.3772652388797364,25,3035,294,294,0.2774848147371882,6.981612968444825,0.1297029702970297,0
0.4277,0.4170940170940171,3,585,174,174,0.4256659086459682,8.45072536468506,0.14358974358974358,0
0.36920000000000003,0.4163750874737579,18,2858,135,135,0.29870926632435224,9.099664115905764,0.11134453781512604,0
0.40850000000000003,0.3648424543946932,5,1809,174,174,0.33058700145776543,9.359922981262208,0.1177446102819237,0
0.46370000000000006,0.46130221130221133,7,1628,180,180,0.44366562049659475,5.531195640563964,0.07948243992606285,0
0.379,0.3611650485436893,8,1545,162,162,0.3234572728364924,6.710490989685058,0.09320388349514563,0
0.9968,0.45441892832289493,15,1437,1437,1437,0.4812739662925922,7.980106163024903,0.058577405857740586,0
0.36750000000000005,0.3542338118956929,16,3413,210,210,0.2939054646211521,9.09031620025635,0.10817941952506596,0
0.3754,0.4202429149797571,15,2470,285,285,0.29975351429570063,8.911545372009279,0.11421628189550426,0
0.368,0.4132214899141202,34,5007,312,312,0.2990735445974926,9.2868803024292,0.11863391252246855,0
0.4363,0.45290745290745293,7,1221,336,336,0.4788782988434892,9.316793632507324,0.09582309582309582,0
0.4389,0.4246153846153846,6,650,183,183,0.5412579867760063,10.287687492370605,0.08333333333333333,0
0.3748,0.41268292682926827,28,3075,195,195,0.2764044239377861,9.347738456726074,0.13365853658536586,0
0.49160000000000004,0.5268987341772152,66,1264,555,555,0.3519089987062902,9.781288337707515,0.09285714285714286,0
0.5487,0.5689655172413793,59,870,555,555,0.38518917864436797,9.759691429138183,0.09655172413793103,0
0.389,0.43560933448573896,31,2314,216,216,0.3324348328337654,8.61795635223389,0.1038961038961039,0
0.8449000000000001,0.5686653771760155,40,517,120,120,0.4001848314107954,10.046575736999511,0.05232558139534884,0
0.9924,0.5747800586510264,12,341,0,0,0.0,0.0,0.0,0
0.3761,0.4047911547911548,12,1628,327,327,0.31939873288783205,8.958800697326662,0.1125461254612546,0
0.4147,0.4072986577181208,19,2384,267,267,0.3587991500847836,9.448373603820801,0.06801007556675062,0
0.4529,0.4546525323910483,29,1698,150,150,0.4232890921620678,9.817197227478026,0.08303886925795054,0
0.4877,0.4697142857142857,50,1750,318,318,0.3131932935805617,9.299387168884277,0.104631217838765,0
0.4821,0.43618266978922715,82,3416,318,318,0.36175085246810834,9.514131355285645,0.10984182776801407,0
0.39390000000000003,0.45549318364073776,28,1247,81,81,0.37921976367606236,9.166775703430176,0.11325301204819277,0
0.7386,0.4697674418604651,3,430,168,168,0.6098344286072677,8.604417991638186,0.06293706293706294,0
0.49339999999999995,0.49870801033591733,13,387,99,99,0.5119268729883264,10.24733028411865,0.09302325581395349,0
0.4723,0.4912446758163748,109,6339,723,723,0.268582555162421,9.557196235656736,0.06862281116895409,0
0.6336999999999999,0.5311909262759924,23,529,213,213,0.5069404121751193,10.128837394714353,0.04571428571428572,0
0.40159999999999996,0.429106808244847,22,1601,261,261,0.41964283651777756,9.686326408386229,0.10902255639097744,0
